Block,Level,Unit,Building_name,House_number,Street_name,Township,Postcode,Locality_name,State,,
,,,,33,JALAN USJ 16/2E,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 16/3,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,55,JALAN USJ 16/3C,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,86,JALAN USJ 16/3C,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,38,JALAN USJ 16/3C,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 16/3D,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 16/3D,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 16/3D,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN USJ 16/3E,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,11A,JALAN USJ 16/3F,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,6,JALAN USJ 16/3F,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,51,JALAN USJ 16/5,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,55,JALAN USJ 16/5,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 16/5,USJ 16,47630,SUBANG JAYA,SELANGOR,,
B,5,17,SRI TANJUNG FLAT,,JALAN USJ 16/7,USJ 16,47630,SUBANG JAYA,SELANGOR,,
,,,SRI TANJUNG FLAT,,,USJ 16,47630,SUBANG JAYA,SELANGOR,,
D,,,APARTMENT SRI TANJUNG,,,USJ 16,47630,SUBANG JAYA,SELANGOR,,
C,9,16,APARTMENT SRI TANJUNG,,,USJ 16,47630,SUBANG JAYA,SELANGOR,,
A,7,12,SRI TANJUNG FLAT,,JALAN USJ 16/7,USJ 16,47630,SUBANG JAYA,SELANGOR,,
D,4,5,SRI TANJUNG FLAT,,JALAN USJ 16/7,USJ 16,47630,SUBANG JAYA,SELANGOR,,
C,7,22,SRI TANJUNG FLAT,,JALAN USJ 16/7,USJ 16,47630,SUBANG JAYA,SELANGOR,,
B,3,1,APARTMENT SRI TANJUNG,,,USJ 16,47630,SUBANG JAYA,SELANGOR,,
E,1,10,ALAF WAJA ENTERPRISE,,JALAN USJ 16/7,USJ 16,47620,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN USJ 17/1,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 17/1,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN USJ 17/10,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 17/10A,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,20,JALAN USJ 17/10A,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN USJ 17/10A,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN USJ 17/13A,RESTREES USJ17,47630,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 17/13A,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 17/16,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 17/16,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,32A,JALAN USJ 17/3A,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,38,JALAN USJ 17/3A,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 17/3C,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,48,JALAN USJ 17/3C,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 17/4,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 17/7B,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN USJ 17/7B,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 17/8,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,12A,JALAN USJ 17/10A,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,6,JALAN USJ 17/6,USJ 17,47630,SUBANG JAYA,SELANGOR,,
A,5,6,TROPICANA PARADISE CONDO,,JALAN USJ 17/8,USJ 17,47630,SUBANG JAYA,SELANGOR,,
A,7,10,TROPIKA PARADISE CONDOMINIUM,,PERSIARAN KEWAJIPAN,USJ 17,47630,SUBANG JAYA,SELANGOR,,
A,,,TROPIKA PARADISE CONDOMINIUM,,JALAN USJ 17/8,USJ 17,47630,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN USJ 18/1,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,65,JALAN USJ 18/1,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,6,JALAN USJ 18/1,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,12A,JALAN USJ 18/1B,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,41,JALAN USJ 18/1B,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,43,JALAN USJ 18/1C,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 18/1C,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,31,JALAN USJ 18/2A,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,63,JALAN USJ 18/2A,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,62A,JALAN USJ 18/2A,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,22,JALAN USJ 18/2A,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,28,JALAN USJ 18/2B,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,63,JALAN USJ 18/2B,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,42,JALAN USJ 18/2B,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,18,JALAN USJ 18/2C,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN USJ 18/3,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN USJ 18/3,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,31,JALAN USJ 18/3A,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,37,JALAN USJ 18/3A,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN USJ 18/4,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN USJ 18/4A,USJ 18,47630,SUBANG JAYA,SELANGOR,,
,,,,33,JALAN USJ 18/5,USJ 18,47630,SUBANG JAYA,SELANGOR,,
D,12,2,RHYTHM AVENUE,,PERSIARAN KEWAJIPAN,USJ 19,47630,SUBANG JAYA,SELANGOR,,
A,7,15,STARVILLE,,JALAN USJ 19/6,USJ 19,47630,SUBANG JAYA,SELANGOR,,
,,,STARVILLE,,JALAN USJ 19/6,USJ 19,47630,SUBANG JAYA,SELANGOR,,
,,,STARVILLE,,JALAN USJ 19/6,USJ 19,47630,SUBANG JAYA,SELANGOR,,
C,7,11,STARVILLE,,JALAN USJ 19/6,USJ 19,47630,SUBANG JAYA,SELANGOR,,
B,,,STARVILLE,,JALAN USJ 19/6,USJ 19,47630,SUBANG JAYA,SELANGOR,,
,,,STARVILLE,,JALAN USJ 19/6,USJ 19,47630,SUBANG JAYA,SELANGOR,,
B,2,2,STARVILLE,,JALAN USJ 19/6,USJ 19,47630,SUBANG JAYA,SELANGOR,,
A,2,17,STARVILLE,,JALAN USJ 19/6,USJ 19,47630,SUBANG JAYA,SELANGOR,,
A,5,16,STARVILLE,,JALAN USJ 19/6,USJ 19,47630,SUBANG JAYA,SELANGOR,,
,,,RHYTHM AVENUE,,PERSIARAN KEWAJIPAN,USJ 19,47630,SUBANG JAYA,SELANGOR,,
,,,RHYTHM AVENUE,,"PERSIARAN KEWAJIPAN,",USJ 19,47630,SUBANG JAYA,SELANGOR,,
,,,,21,JALAN USJ 20/1A,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 20/1A,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,15,JALAN USJ 20/1B,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,23,JALAN USJ 20/1B,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN USJ 20/1B,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN USJ 20/1B,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,41,JALAN USJ 20/1D,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN USJ 20/1E,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,42A,JALAN USJ 20/1F,USJ 20,47640,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN USJ 20/1F,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 20/1F,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN USJ 20/1F,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN USJ 20/3,USJ 20,47640,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 20/6,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN USJ 20/6,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,2A,JALAN USJ 20/6A,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN USJ 20/6G,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN USJ 20/6G,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,31,JALAN USJ 20/6H,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,27,JALAN USJ 20/6J,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN USJ 20/6K,USJ 20,47630,SUBANG JAYA,SELANGOR,,
,,,,22,JALAN USJ 20/17,UEP SUBANG JAYA,47630,SUBANG JAYA,SELANGOR,,
,,,THE MAIN PLACE,,JALAN USJ 21/10,USJ 21,47630,SUBANG JAYA,SELANGOR,,
A,31,1,MAIN PLACE MALL,,JALAN USJ 21/10,USJ 21,47630,SUBANG JAYA,SELANGOR,,
D,31,6,MAIN PLACE RESIDENCE,,JALAN USJ 21/10,USJ 21,47630,SUBANG JAYA,SELANGOR,,
A,17,9,MAIN PLACE MALL,,JALAN USJ 21/10,USJ 21,47630,SUBANG JAYA,SELANGOR,,
1A,,,MAIN PLACE MALL,,JALAN USJ 21/10,USJ 21,47630,SUBANG JAYA,SELANGOR,,
D,20,12A,MAIN PLACE RESIDENCE,,JALAN USJ 21/10,USJ 21,47630,SUBANG JAYA,SELANGOR,,
C,21,5,MAIN PLACE RESIDENCE,,JALAN USJ 21/10,USJ 21,47630,SUBANG JAYA,SELANGOR,,
,,,,57-G,JALAN USJ 21/10,USJ 21,47630,SUBANG JAYA,SELANGOR,,
,,,,35-1,JALAN USJ 21/10,USJ 21,47630,SUBANG JAYA,SELANGOR,,
C,,5,FAIRVILLE APARTMENT,5,JALAN USJ 22/1,USJ 22,47630,SUBANG JAYA,SELANGOR,,
C,2,3,FAIRVILLE APARTMENT,3,JALAN USJ 22/1,USJ 22,47630,SUBANG JAYA,SELANGOR,,
A,2,3,FAIRVILLE APARTMENT,3,JALAN USJ 22/1,USJ 22,47630,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN USJ 22/1B,USJ 22,47630,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN USJ 22/2,USJ 22,47630,SUBANG JAYA,SELANGOR,,
,,,,22,JALAN USJ 22/2C,USJ 22,47630,SUBANG JAYA,SELANGOR,,
,,,,23,JALAN USJ 22/2D,USJ 22,47630,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN USJ 22/2D,USJ 22,47630,SUBANG JAYA,SELANGOR,,
,,,,23,JALAN USJ 22/2D,USJ 22,47630,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN USJ 23/3,USJ 23,47630,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 24/1B,USJ 24,47630,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN USJ 24/1B,USJ 24,47630,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN USJ 26/1,USJ 26,47630,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN USJ 26/1B,USJ 26,47630,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 26/3B,USJ 26,47630,SUBANG JAYA,SELANGOR,,
,,,,18,JALAN USJ 27/1A,USJ 27,47630,SUBANG JAYA,SELANGOR,,
,,,SKYPARK ONE CITY,,JALAN USJ 25/1B,USJ 25,47650,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN PUTRA MAHKOTA 7/2J,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN PUTRA MAHKOTA 7/2J,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,,JALAN PUTRA MAHKOTA 7/3G,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
C,5,"6,7,8",SKYPARK ONE CITY,,JALAN USJ 25/1B,USJ 25,47650,SUBANG JAYA,SELANGOR,,
E,2,2,GARDEN SHOPPE,2,JALAN USJ 25/1A,ONE CITY,47650,SUBANG JAYA,SELANGOR,,
E,2,2,GARDEN SHOPPE,2,JALAN USJ 25/1A,ONE CITY,47650,SUBANG JAYA,SELANGOR,,
T1,6,11,THE SQUARE @ ONE CITY,11,JALAN USJ 25/1C,ONE CITY,47650,SUBANG JAYA,SELANGOR,,
,,,,,JALAN PUTRA MAHKOTA 7/7A,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,10-G,JALAN PUTRA MAHKOTA 7/5B,PUSAT BANDAR PUTRA POINT,47650,SUBANG JAYA,SELANGOR,,
,,21,,21,JALAN PUTRA MAHKOTA 7/6B,PUSAT BANDAR PUTRA POINT,47650,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN PUTRA HARMONI 1/3,PUTRA AVENUE,47650,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN PUTRA HARMONI 1/3C,PUTRA AVENUE,47650,SUBANG JAYA,SELANGOR,,
,,,,29,JALAN PUTRA SETIA 6/1L,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,42A,JALAN PUTRA SETIA 6/1M,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,,JALAN PUTRA SETIA 6/1U,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN PUTRA BAHAGIA 8/2A,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,22A,JALAN PUTRA BAHAGIA 8/2D,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,28,JALAN PUTRA BAHAGIA 8/2E,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,,JALAN PUTRA BAHAGIA 8/2M,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,2A,JALAN PUTRA BAHAGIA 8/4A,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,29,JALAN PUTRA BISTARI 2/1J,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN PUTRA BISTARI 2/1S,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN PUTRA HARMONI 1/4D,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN PUTRA HARMONI 1/4D,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN PUTRA HARMONI 1/4F,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN PUTRA HARMONI 1/4F,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN PUTRA SETIA 6/1A,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,42A,JALAN PUTRA SETIA 6/1B,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,22,JALAN PUTRA SETIA 6/1D,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,22,JALAN PUTRA SETIA 6/1E,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,52,JALAN PUTRA SETIA 6/1E,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN PUTRA SETIA 6/1H,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,51,JALAN PUTRA SETIA 6/1K,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,53,JALAN PUTRA SETIA 6/1L,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,27,JALAN PUTRA SETIA 6/1L,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,48,JALAN PUTRA SETIA 6/1M,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,30,JALAN PUTRA SETIA 6/1M,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,2A,JALAN PUTRA SETIA 6/1M,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN PUTRA SETIA 6/1M,PUTRA CREST,47650,SUBANG JAYA,SELANGOR,,
,,,,2A,JALAN PUTRA BAHAGIA 8/1C,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,37,JALAN PUTRA BAHAGIA 8/1H,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,22,JALAN PUTRA BAHAGIA 8/2M,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,18,JALAN PUTRA BAHAGIA 8/3B,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN PUTRA BAHAGIA 8/3F,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN PUTRA BAHAGIA 8/3F,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,37,JALAN PUTRA BAHAGIA 8/3F,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN PUTRA BAHAGIA 8/3H,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,27,JALAN PUTRA BAHAGIA 8/3H,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN PUTRA BAHAGIA 8/3J,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN PUTRA BAHAGIA 8/3J,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,22,JALAN PUTRA BAHAGIA 8/3P,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN PUTRA BAHAGIA 8/3P,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,12A,JALAN PUTRA BAHAGIA 8/4A,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN PUTRA BAHAGIA 8/4A,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN PUTRA BAHAGIA 8/4B,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN PUTRA BAHAGIA 8/4D,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN PUTRA BAHAGIA 8/4F,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN PUTRA BAHAGIA 8/4L,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN PUTRA BAHAGIA 8/4M,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,,JALAN PUTRA BAHAGIA 8/4N,PUTRA BAHAGIA,47650,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN PUTRA BISTARI 2/1B,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN PUTRA BISTARI 2/1E,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN PUTRA BISTARI 2/1H,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,31,JALAN PUTRA BISTARI 2/1J,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,37,JALAN PUTRA BISTARI 2/1J,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,,JALAN PUTRA BISTARI 2/1L,PUTRA BESTARI,47650,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN PUTRA BISTARI 2/1M,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,27,JALAN PUTRA BISTARI 2/1N,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,6,JALAN PUTRA BISTARI 2/1T,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,23,JALAN PUTRA BISTARI 2/1T,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,15,JALAN PUTRA BISTARI 2/1U,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN PUTRA BISTARI 2/1U,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,22,JALAN PUTRA BISTARI 2/2A,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,39,JALAN PUTRA BISTARI 2/2B,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN PUTRA BISTARI 2/2B,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,29,JALAN PUTRA BISTARI 2/3A,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,37,JALAN PUTRA BISTARI 2/3A,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN 2/3A PUTRA BISTARI,PUTRA HEIGHTS,47630,SUBANG JAYA,SELANGOR,,
,,,,31,JALAN 2/3A PUTRA BISTARI,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN PUTRA BISTARI 2/3D,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,18,JALAN PUTRA BISTARI 2/4B,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,35,JALAN 2/4B PUTRA BISTARI,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,21,JALAN PUTRA BISTARI 2/4C,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN PUTRA BISTARI 2/4D,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,31,JALAN PUTRA BISTARI 2/5C,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN PUTRA BISTARI 2/5E,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,12A,JALAN PUTRA BISTARI 2/5J,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,41,JALAN PUTRA BISTARI 2/5J,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN PUTRA BISTARI 2/5K,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,20,JALAN PUTRA BISTARI 2/5K,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,35,JALAN PUTRA INDAH 9/13,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,2A,JALAN PUTRA INDAH 9/14,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,32,JALAN PUTRA INDAH 9/14,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN PUTRA INDAH 9/15,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,35,JALAN PUTRA INDAH 9/15,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN PUTRA INDAH 9/17,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN PUTRA INDAH 9/19,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
C,5,6,PANGSAPURI SRI MUTIARA,,JALAN PUTRA INDAH 9/1C,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,PANGSAPURI SRI MUTIARA,,JALAN PUTRA INDAH 9/1C,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,PANGSAPURI SRI MUTIARA,,JALAN PUTRA INDAH 9/1C,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
B,,,PANGSAPURI SRI MUTIARA,,JALAN PUTRA INDAH 9/1C,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
C,6,22,PANGSAPURI SRI MUTIARA,,JALAN PUTRA INDAH 9/1C,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
B,,,PANGSAPURI SRI MUTIARA,,JALAN PUTRA INDAH 9/1C,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,G,,,,JALAN PUTRA INDAH 9/1D,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,68,JALAN PUTRA INDAH 9/2,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN PUTRA INDAH 9/2,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,15,JALAN PUTRA INDAH 9/22,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,50,JALAN PUTRA INDAH 9/26,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN PUTRA INDAH 9/29,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,72A,JALAN PUTRA INDAH 9/7,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,38,JALAN PUTRA INDAH 9/8,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN PUTRA INDAH 9/8,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,12A,JALAN PUTRA INDAH 9/8,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,11A,JALAN PUTRA MAHKOTA 7/2C,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN PUTRA MAHKOTA 7/2C,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,15,JALAN PUTRA MAHKOTA 7/2D,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,32A,JALAN PUTRA MAHKOTA 7/2D,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN PUTRA MAHKOTA 7/2F,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN PUTRA MAHKOTA 7/2H,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,33,JALAN PUTRA MAHKOTA 7/2H,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN PUTRA MAHKOTA 7/2J,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
,,,,32A,JALAN PUTRA MAHKOTA 7/3A,PUTRA HEIGHTS,47650,SUBANG JAYA,SELANGOR,,
